sourcefile	id	specie	author	endemic_genus	endemic_specie	endemic_subspecie	origin	category	habitat	id_biota	gpsdatetime	latitude	longitude	gpsaltitude	name	medium	class	family	endemicity	domain	division	phylo	order	presence
images/dropbox_links_plantae/FV01025-Launaea arborescens-(Batt.) Murb.-eg_no-ee_no--ns--CC_LHR-F01584.jpg	FV01025	Launaea arborescens	(Batt.) Murb.	NO	NO	-	Nativo seguro	Especie nativa	CC_LHR	F01584	30/05/2024	28.0807028611111	-15.4411767777778	287.88	Ahulaga, aulaga, julaga	Terrestre	Magnoliopsida	Asteraceae	No endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV01026-Plocama pendula-Aiton-eg_si-ee_si--ns--TC-F01091.jpg	FV01026	Plocama pendula	Aiton	SI	SI	-	Nativo seguro	Especie nativa	TC	F01091	30/05/2024	28.0804447777778	-15.4413646111111	301.37	Balo	Terrestre	Magnoliopsida	Rubiaceae	Endémico	Plantae	Spermatophyta	NA	Gentianales	Hs Ps Gs Ts Cs Fs
images/dropbox_links_plantae/FV01027-Launaea arborescens-(Batt.) Murb.-eg_no-ee_no--ns--CC_LHR-F01584.jpg	FV01027	Launaea arborescens	(Batt.) Murb.	NO	NO	-	Nativo seguro	Especie nativa	CC_LHR	F01584	30/05/2024	28.08047825	-15.4414253055556	279.318	Ahulaga, aulaga, julaga	Terrestre	Magnoliopsida	Asteraceae	No endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV01028-Euphorbia balsamifera-Aiton-eg_no-ee_no--ns---F02227.jpg	FV01028	Euphorbia balsamifera	Aiton	NO	NO	-	Nativo seguro	Especie nativa		F02227	30/05/2024	28.0802969444444	-15.4417286944444	286.804	Tabaiba dulce	Terrestre	Magnoliopsida	Euphorbiaceae	No endémico	Plantae	Spermatophyta	NA	Malpighiales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV01030-Schizogyne sericea-(L. f.) DC-eg_no-ee_no--ns--CC_TC_LHR-F01648.jpg	FV01030	Schizogyne sericea	(L. f.) DC	NO	NO	-	Nativo seguro	Especie nativa	CC_TC_LHR	F01648	30/05/2024	28.0803651111111	-15.4417441388889	282.758	Salado blanco, dama	Terrestre	Magnoliopsida	Asteraceae	No endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV01031-Plocama pendula-Aiton-eg_si-ee_si--ns--TC-F01091.jpg	FV01031	Plocama pendula	Aiton	SI	SI	-	Nativo seguro	Especie nativa	TC	F01091	30/05/2024	28.0803737222222	-15.4417595277778	283.052	Balo	Terrestre	Magnoliopsida	Rubiaceae	Endémico	Plantae	Spermatophyta	NA	Gentianales	Hs Ps Gs Ts Cs Fs
images/dropbox_links_plantae/FV01033-Kleinia neriifolia-Haw.-eg_no-ee_si--ns--TC_BT_LHR_ZU-F01578.jpg	FV01033	Kleinia neriifolia	Haw.	NO	SI	-	Nativo seguro	Especie nativa	TC_BT_LHR_ZU	F01578	30/05/2024	28.0802983333333	-15.4421136111111	291.243	Verode, verol	Terrestre	Magnoliopsida	Asteraceae	Endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV01034-Euphorbia balsamifera-Aiton-eg_no-ee_no--ns---F02227.jpg	FV01034	Euphorbia balsamifera	Aiton	NO	NO	-	Nativo seguro	Especie nativa		F02227	30/05/2024	28.0801938611111	-15.4421792777778	287.859	Tabaiba dulce	Terrestre	Magnoliopsida	Euphorbiaceae	No endémico	Plantae	Spermatophyta	NA	Malpighiales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV01035-Euphorbia balsamifera-Aiton-eg_no-ee_no--ns---F02227.jpg	FV01035	Euphorbia balsamifera	Aiton	NO	NO	-	Nativo seguro	Especie nativa		F02227	30/05/2024	28.0800410555556	-15.442817	286.128	Tabaiba dulce	Terrestre	Magnoliopsida	Euphorbiaceae	No endémico	Plantae	Spermatophyta	NA	Malpighiales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV01037-Euphorbia balsamifera-Aiton-eg_no-ee_no--ns---F02227.jpg	FV01037	Euphorbia balsamifera	Aiton	NO	NO	-	Nativo seguro	Especie nativa		F02227	30/05/2024	28.0800284444444	-15.4426442222222	273.273	Tabaiba dulce	Terrestre	Magnoliopsida	Euphorbiaceae	No endémico	Plantae	Spermatophyta	NA	Malpighiales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV01038-Kleinia neriifolia-Haw.-eg_no-ee_si--ns--TC_BT_LHR_ZU-F01578.jpg	FV01038	Kleinia neriifolia	Haw.	NO	SI	-	Nativo seguro	Especie nativa	TC_BT_LHR_ZU	F01578	30/05/2024	28.0800334166667	-15.4426376388889	274.803	Verode, verol	Terrestre	Magnoliopsida	Asteraceae	Endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV01041-Agave amaricana-L.-eg_no-ee_no--isi-ei--F00962.jpg	FV01041	Agave amaricana	L.	NO	NO	-	Introducido seguro invasor	Especie introducida		F00962	30/05/2024	28.0801658888889	-15.44238775	278.784	Pitera común, pita, century plant	Terrestre	Liliopsida	Asparagaceae	No endémico	Plantae	Spermatophyta	NA	Asparagales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV01042-Launaea arborescens-(Batt.) Murb.-eg_no-ee_no--ns--CC_LHR-F01584.jpg	FV01042	Launaea arborescens	(Batt.) Murb.	NO	NO	-	Nativo seguro	Especie nativa	CC_LHR	F01584	30/05/2024	28.0800849166667	-15.4420323333333	281.909	Ahulaga, aulaga, julaga	Terrestre	Magnoliopsida	Asteraceae	No endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV01045-Agave amaricana-L.-eg_no-ee_no--isi-ei--F00962.jpg	FV01045	Agave amaricana	L.	NO	NO	-	Introducido seguro invasor	Especie introducida		F00962	30/05/2024	28.0800503333333	-15.4422436666667	290.018	Pitera común, pita, century plant	Terrestre	Liliopsida	Asparagaceae	No endémico	Plantae	Spermatophyta	NA	Asparagales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV01047-Schizogyne sericea-(L. f.) DC-eg_no-ee_no--ns--CC_TC_LHR-F01648.jpg	FV01047	Schizogyne sericea	(L. f.) DC	NO	NO	-	Nativo seguro	Especie nativa	CC_TC_LHR	F01648	30/05/2024	28.0799900833333	-15.4424871666667	298.133	Salado blanco, dama	Terrestre	Magnoliopsida	Asteraceae	No endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV01048-Plocama pendula-Aiton-eg_si-ee_si--ns--TC-F01091.jpg	FV01048	Plocama pendula	Aiton	SI	SI	-	Nativo seguro	Especie nativa	TC	F01091	30/05/2024	28.0799155277778	-15.4424122777778	288.874	Balo	Terrestre	Magnoliopsida	Rubiaceae	Endémico	Plantae	Spermatophyta	NA	Gentianales	Hs Ps Gs Ts Cs Fs
images/dropbox_links_plantae/FV01052-Euphorbia balsamifera-Aiton-eg_no-ee_no--ns---F02227.jpg	FV01052	Euphorbia balsamifera	Aiton	NO	NO	-	Nativo seguro	Especie nativa		F02227	30/05/2024	28.0797428888889	-15.4424604444444	290.078	Tabaiba dulce	Terrestre	Magnoliopsida	Euphorbiaceae	No endémico	Plantae	Spermatophyta	NA	Malpighiales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV01056-Launaea arborescens-(Batt.) Murb.-eg_no-ee_no--ns--CC_LHR-F01584.jpg	FV01056	Launaea arborescens	(Batt.) Murb.	NO	NO	-	Nativo seguro	Especie nativa	CC_LHR	F01584	30/05/2024	28.0796384444444	-15.4427232777778	287.812	Ahulaga, aulaga, julaga	Terrestre	Magnoliopsida	Asteraceae	No endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV01058-Plocama pendula-Aiton-eg_si-ee_si--ns--TC-F01091.jpg	FV01058	Plocama pendula	Aiton	SI	SI	-	Nativo seguro	Especie nativa	TC	F01091	30/05/2024	28.0794704166667	-15.4428979444444	290.801	Balo	Terrestre	Magnoliopsida	Rubiaceae	Endémico	Plantae	Spermatophyta	NA	Gentianales	Hs Ps Gs Ts Cs Fs
images/dropbox_links_plantae/FV01061-Launaea arborescens-(Batt.) Murb.-eg_no-ee_no--ns--CC_LHR-F01584.jpg	FV01061	Launaea arborescens	(Batt.) Murb.	NO	NO	-	Nativo seguro	Especie nativa	CC_LHR	F01584	30/05/2024	28.0821595833333	-15.4458098888889	259.199	Ahulaga, aulaga, julaga	Terrestre	Magnoliopsida	Asteraceae	No endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV01063-Kleinia neriifolia-Haw.-eg_no-ee_si--ns--TC_BT_LHR_ZU-F01578.jpg	FV01063	Kleinia neriifolia	Haw.	NO	SI	-	Nativo seguro	Especie nativa	TC_BT_LHR_ZU	F01578	30/05/2024	28.0790314722222	-15.4430419444444	303.288	Verode, verol	Terrestre	Magnoliopsida	Asteraceae	Endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV01065-Rumex lunaria-L.-eg_no-ee_si--ns--BT_LHR_HMRN-F00295.jpg	FV01065	Rumex lunaria	L.	NO	SI	-	Nativo seguro	Especie nativa	BT_LHR_HMRN	F00295	30/05/2024	28.0785058888889	-15.4436106111111	309.052	Vinagrera, calcosa	Terrestre	Magnoliopsida	Polygonaceae	Endémico	Plantae	Spermatophyta	NA	Polygonales	Hs Ps Gs Ts Cs Ft Lt
images/dropbox_links_plantae/FV01069-Launaea arborescens-(Batt.) Murb.-eg_no-ee_no--ns--CC_LHR-F01584.jpg	FV01069	Launaea arborescens	(Batt.) Murb.	NO	NO	-	Nativo seguro	Especie nativa	CC_LHR	F01584	30/05/2024	28.0786381666667	-15.4437401944444	297.09	Ahulaga, aulaga, julaga	Terrestre	Magnoliopsida	Asteraceae	No endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV01098-Rumex lunaria-L.-eg_no-ee_si--ns--BT_LHR_HMRN-F00295.jpg	FV01098	Rumex lunaria	L.	NO	SI	-	Nativo seguro	Especie nativa	BT_LHR_HMRN	F00295	30/05/2024	28.0780524722222	-15.4439563888889	303.139	Vinagrera, calcosa	Terrestre	Magnoliopsida	Polygonaceae	Endémico	Plantae	Spermatophyta	NA	Polygonales	Hs Ps Gs Ts Cs Ft Lt
images/dropbox_links_plantae/FV0118-Myosotis latifolia-Poir-eg_no-ee_no--np--MA-F01207.jpg	FV0118	Myosotis latifolia	Poir	NO	NO	-	Nativo probable	Especie nativa	MA	F01207	12/04/2024	28.0897804166667	-15.5934816111111	564.033	Nomeolvides de monte	Terrestre	Magnoliopsida	Boraginaceae	No endémico	Plantae	Spermatophyta	NA	Boraginales	Hs Ps Gs Ts Cs
images/dropbox_links_plantae/FV0122-Vinca major-L.-eg_no-ee_no--ip-ei-MA-F01068.jpg	FV0122	Vinca major	L.	NO	NO	-	Introducido probable	Especie introducida	MA	F01068	12/04/2024	28.089714	-15.59336975	585.564	Vinca	Terrestre	Magnoliopsida	Apocynaceae	No endémico	Plantae	Spermatophyta	NA	Gentianales	Hs Ps Gs Ts Cs
images/dropbox_links_plantae/FV0133-Anchusa azurea-Mill.-eg_no-ee_no--np--HMRN-F01164.jpg	FV0133	Anchusa azurea	Mill.	NO	NO	-	Nativo probable	Especie nativa	HMRN	F01164	01/05/2024	28.0046536666667	-15.6030816388889	1473.875	Alicaneja, abremanos, lenguaza	Terrestre	Magnoliopsida	Boraginaceae	No endémico	Plantae	Spermatophyta	NA	Boraginales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0134-Silybum marianum-(L.) Gaertn.-eg_no-ee_no--np--HMRN-F01669.jpg	FV0134	Silybum marianum	(L.) Gaertn.	NO	NO	-	Nativo probable	Especie nativa	HMRN	F01669	01/05/2024	28.0046749722222	-15.6031021944444	1473.588	Cardo mariano, cardo lechal	Terrestre	Magnoliopsida	Asteraceae	No endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0137-Pericallis webbii-(Sch. Bip.) Bolle-eg_no-ee_si--ns---F01627.jpg	FV0137	Pericallis webbii	(Sch. Bip.) Bolle	NO	SI	-	Nativo seguro	Especie nativa		F01627	01/05/2024	28.0045295555556	-15.5884972222222	1327.208	Flor de mayo	Terrestre	Magnoliopsida	Asteraceae	Endémico	Plantae	Spermatophyta	NA	Asterales	Tt Cs
images/dropbox_links_plantae/FV0138-Echium plantagineum-L.-eg_no-ee_no--np--HMRN-F01188.jpg	FV0138	Echium plantagineum	L.	NO	NO	-	Nativo probable	Especie nativa	HMRN	F01188	01/05/2024	28.004594	-15.5881358055556	1338.687	Palomina, zuaja, lengua oveja, viborina	Terrestre	Magnoliopsida	Boraginaceae	No endémico	Plantae	Spermatophyta	NA	Boraginales	Hs Ps Gs Ts Cs
images/dropbox_links_plantae/FV0140-Centranthus ruber-(L.) DC.-eg_no-ee_no--isi-ei-HMRN-F01040.jpg	FV0140	Centranthus ruber	(L.) DC.	NO	NO	-	Introducido seguro invasor	Especie introducida	HMRN	F01040	01/05/2024	28.0078307777778	-15.5335342777778	889	Hierba de San Jorge, valeriana roja, mil amores, red-valerian	Terrestre	Magnoliopsida	Caprifoliaceae	No endémico	Plantae	Spermatophyta	NA	Dipsacales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0142-Centranthus ruber-(L.) DC.-eg_no-ee_no--isi-ei-HMRN-F01040.jpg	FV0142	Centranthus ruber	(L.) DC.	NO	NO	-	Introducido seguro invasor	Especie introducida	HMRN	F01040	01/05/2024	28.0055064444444	-15.5331605833333	897.364	Hierba de San Jorge, valeriana roja, mil amores, red-valerian	Terrestre	Magnoliopsida	Caprifoliaceae	No endémico	Plantae	Spermatophyta	NA	Dipsacales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0146-Lathyrus tingitanus-L.-eg_no-ee_no--ip-ei-HMRN-F00514.jpg	FV0146	Lathyrus tingitanus	L.	NO	NO	-	Introducido probable	Especie introducida	HMRN	F00514	01/05/2024	28.0051442222222	-15.5323315	896.031	Chícharo de flor, guisante de flor	Terrestre	Magnoliopsida	Fabaceae	No endémico	Plantae	Spermatophyta	NA	Fabales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0147-Papaver somniferum-L.-eg_no-ee_no--np--HMRN-F02082.jpg	FV0147	Papaver somniferum	L.	NO	NO	-	Nativo probable	Especie nativa	HMRN	F02082	01/05/2024	28.00391825	-15.5319099722222	915.525	Amapola borracha, adormidera blanca	Terrestre	Magnoliopsida	Papaveraceae	No endémico	Plantae	Spermatophyta	NA	Ranunculales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0148-Aichryson parlatorei-Bolle-eg_no-ee_si--ns--ER-F00392.jpg	FV0148	Aichryson parlatorei	Bolle	NO	SI	-	Nativo seguro	Especie nativa	ER	F00392	01/05/2024	28.0054599444444	-15.5330418055556	905.348	Gongarillo chico	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Hs Ps Gs Ts Cs
images/dropbox_links_plantae/FV0150-Echium plantagineum-L.-eg_no-ee_no--np--HMRN-F01188.jpg	FV0150	Echium plantagineum	L.	NO	NO	-	Nativo probable	Especie nativa	HMRN	F01188	01/05/2024	28.0067751944444	-15.5330551388889	895.598	Palomina, zuaja, lengua oveja, viborina	Terrestre	Magnoliopsida	Boraginaceae	No endémico	Plantae	Spermatophyta	NA	Boraginales	Hs Ps Gs Ts Cs
images/dropbox_links_plantae/FV0151-Pericallis webbii-(Sch. Bip.) Bolle-eg_no-ee_si--ns---F01627.jpg	FV0151	Pericallis webbii	(Sch. Bip.) Bolle	NO	SI	-	Nativo seguro	Especie nativa		F01627	01/05/2024	28.055101	-15.4595774444444	427.757	Flor de mayo	Terrestre	Magnoliopsida	Asteraceae	Endémico	Plantae	Spermatophyta	NA	Asterales	Tt Cs
images/dropbox_links_plantae/FV0153-Artemisia thuscula-Cav.-eg_no-ee_si--ns--TC_BT_LHR-F01428.jpg	FV0153	Artemisia thuscula	Cav.	NO	SI	-	Nativo seguro	Especie nativa	TC_BT_LHR	F01428	01/05/2024	28.0550495833333	-15.4603023055556	424.764	Incienso canario, incienso morisco, abrotano, incensio	Terrestre	Magnoliopsida	Asteraceae	Endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs
images/dropbox_links_plantae/FV0155-Convolvulus floridus-L. f.-eg_no-ee_si--ns--TC_BT-F01141.jpg	FV0155	Convolvulus floridus	L. f.	NO	SI	-	Nativo seguro	Especie nativa	TC_BT	F01141	01/05/2024	28.0547241388889	-15.4604803611111	434.126	Guaydil, guaidil, anuel	Terrestre	Magnoliopsida	Convolvulaceae	Endémico	Plantae	Spermatophyta	NA	Solanales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0156-Artemisia thuscula-Cav.-eg_no-ee_si--ns--TC_BT_LHR-F01428.jpg	FV0156	Artemisia thuscula	Cav.	NO	SI	-	Nativo seguro	Especie nativa	TC_BT_LHR	F01428	01/05/2024	28.0518895	-15.4556856944444	0	Incienso canario, incienso morisco, abrotano, incensio	Terrestre	Magnoliopsida	Asteraceae	Endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs
images/dropbox_links_plantae/FV0157-Grevillea robusta-A. Cunn. ex R. Br.-eg_no-ee_no--isn-ei--F00664.jpg	FV0157	Grevillea robusta	A. Cunn. ex R. Br.	NO	NO	-	Introducido seguro no invasor	Especie introducida		F00664	01/05/2024	28.0552346388889	-15.4602378055556	418.662	Pino de oro	Terrestre	Magnoliopsida	Proteaceae	No endémico	Plantae	Spermatophyta	NA	Proteales	Ps Ts Cs
images/dropbox_links_plantae/FV0158-Pericallis webbii-(Sch. Bip.) Bolle-eg_no-ee_si--ns---F01627.jpg	FV0158	Pericallis webbii	(Sch. Bip.) Bolle	NO	SI	-	Nativo seguro	Especie nativa		F01627	02/05/2024	28.0294415277778	-15.5057699722222	593.288	Flor de mayo	Terrestre	Magnoliopsida	Asteraceae	Endémico	Plantae	Spermatophyta	NA	Asterales	Tt Cs
images/dropbox_links_plantae/FV0159-Kleinia neriifolia-Haw.-eg_no-ee_si--ns--TC_BT_LHR_ZU-F01578.jpg	FV0159	Kleinia neriifolia	Haw.	NO	SI	-	Nativo seguro	Especie nativa	TC_BT_LHR_ZU	F01578	03/05/2024	28.0536755277778	-15.4632950833333	443.013	Verode, verol	Terrestre	Magnoliopsida	Asteraceae	Endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0161-Bosea yervamora-L.-eg_no-ee_si--ns--TC-F00102.jpg	FV0161	Bosea yervamora	L.	NO	SI	-	Nativo seguro	Especie nativa	TC	F00102	03/05/2024	28.0537196666667	-15.4632940833333	440.467	Yerbamora, hediondo, findiongo	Terrestre	Magnoliopsida	Amaranthaceae	Endémico	Plantae	Spermatophyta	NA	Caryophyllales	Hs Ps Gs Ts Cs Fs
images/dropbox_links_plantae/FV0162-Rumex lunaria-L.-eg_no-ee_si--ns--BT_LHR_HMRN-F00295.jpg	FV0162	Rumex lunaria	L.	NO	SI	-	Nativo seguro	Especie nativa	BT_LHR_HMRN	F00295	03/05/2024	28.0539076944444	-15.4631213888889	445.384	Vinagrera, calcosa	Terrestre	Magnoliopsida	Polygonaceae	Endémico	Plantae	Spermatophyta	NA	Polygonales	Hs Ps Gs Ts Cs Ft Lt
images/dropbox_links_plantae/FV0163-Centranthus ruber-(L.) DC.-eg_no-ee_no--isi-ei-HMRN-F01040.jpg	FV0163	Centranthus ruber	(L.) DC.	NO	NO	-	Introducido seguro invasor	Especie introducida	HMRN	F01040	03/05/2024	28.0539134166667	-15.4631165833333	444.684	Hierba de San Jorge, valeriana roja, mil amores, red-valerian	Terrestre	Magnoliopsida	Caprifoliaceae	No endémico	Plantae	Spermatophyta	NA	Dipsacales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0165-Anethum foeniculum-L.-eg_no-ee_no--isn-ei--F00835.jpg	FV0165	Anethum foeniculum	L.	NO	NO	-	Introducido seguro no invasor	Especie introducida		F00835	03/05/2024	28.0589625277778	-15.459507	416.177	Hinojo	Terrestre	Magnoliopsida	Apiaceae	No endémico	Plantae	Spermatophyta	NA	Apiales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0166-Bituminaria bituminosa-(L.) C. H. Stirt.-eg_no-ee_no--np--TC_LHR_HMRN-F01385.jpg	FV0166	Bituminaria bituminosa	(L.) C. H. Stirt.	NO	NO	-	Nativo probable	Especie nativa	TC_LHR_HMRN	F01385	03/05/2024	28.0589401388889	-15.4595043611111	423.963	Tedera	Terrestre	Magnoliopsida	Fabaceae	No endémico	Plantae	Spermatophyta	NA	Fabales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0167-Kleinia neriifolia-Haw.-eg_no-ee_si--ns--TC_BT_LHR_ZU-F01578.jpg	FV0167	Kleinia neriifolia	Haw.	NO	SI	-	Nativo seguro	Especie nativa	TC_BT_LHR_ZU	F01578	03/05/2024	28.0592406944444	-15.4589816944444	423.087	Verode, verol	Terrestre	Magnoliopsida	Asteraceae	Endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0168-Kleinia neriifolia-Haw.-eg_no-ee_si--ns--TC_BT_LHR_ZU-F01578.jpg	FV0168	Kleinia neriifolia	Haw.	NO	SI	-	Nativo seguro	Especie nativa	TC_BT_LHR_ZU	F01578	03/05/2024	28.0598912777778	-15.4586486944444	412.304	Verode, verol	Terrestre	Magnoliopsida	Asteraceae	Endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0169-Rumex lunaria-L.-eg_no-ee_si--ns--BT_LHR_HMRN-F00295.jpg	FV0169	Rumex lunaria	L.	NO	SI	-	Nativo seguro	Especie nativa	BT_LHR_HMRN	F00295	03/05/2024	28.0598029444444	-15.4586504722222	415.72	Vinagrera, calcosa	Terrestre	Magnoliopsida	Polygonaceae	Endémico	Plantae	Spermatophyta	NA	Polygonales	Hs Ps Gs Ts Cs Ft Lt
images/dropbox_links_plantae/FV0170-Artemisia thuscula-Cav.-eg_no-ee_si--ns--TC_BT_LHR-F01428.jpg	FV0170	Artemisia thuscula	Cav.	NO	SI	-	Nativo seguro	Especie nativa	TC_BT_LHR	F01428	03/05/2024	28.0597928333333	-15.4586320555556	417.417	Incienso canario, incienso morisco, abrotano, incensio	Terrestre	Magnoliopsida	Asteraceae	Endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs
images/dropbox_links_plantae/FV0171-Pericallis webbii-(Sch. Bip.) Bolle-eg_no-ee_si--ns---F01627.jpg	FV0171	Pericallis webbii	(Sch. Bip.) Bolle	NO	SI	-	Nativo seguro	Especie nativa		F01627	03/05/2024	28.0596245277778	-15.4586521666667	420.561	Flor de mayo	Terrestre	Magnoliopsida	Asteraceae	Endémico	Plantae	Spermatophyta	NA	Asterales	Tt Cs
images/dropbox_links_plantae/FV0173-Anethum foeniculum-L.-eg_no-ee_no--isn-ei--F00835.jpg	FV0173	Anethum foeniculum	L.	NO	NO	-	Introducido seguro no invasor	Especie introducida		F00835	03/05/2024	28.0599359166667	-15.458821333333301	414.13	Hinojo	Terrestre	Magnoliopsida	Apiaceae	No endémico	Plantae	Spermatophyta	NA	Apiales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0175-Artemisia thuscula-Cav.-eg_no-ee_si--ns--TC_BT_LHR-F01428.jpg	FV0175	Artemisia thuscula	Cav.	NO	SI	-	Nativo seguro	Especie nativa	TC_BT_LHR	F01428	03/05/2024	28.0607226388889	-15.4586123333333	421.312	Incienso canario, incienso morisco, abrotano, incensio	Terrestre	Magnoliopsida	Asteraceae	Endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs
images/dropbox_links_plantae/FV0176-Kleinia neriifolia-Haw.-eg_no-ee_si--ns--TC_BT_LHR_ZU-F01578.jpg	FV0176	Kleinia neriifolia	Haw.	NO	SI	-	Nativo seguro	Especie nativa	TC_BT_LHR_ZU	F01578	03/05/2024	28.0606565555556	-15.4586147777778	416.578	Verode, verol	Terrestre	Magnoliopsida	Asteraceae	Endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0178-Launaea arborescens-(Batt.) Murb.-eg_no-ee_no--ns--CC_LHR-F01584.jpg	FV0178	Launaea arborescens	(Batt.) Murb.	NO	NO	-	Nativo seguro	Especie nativa	CC_LHR	F01584	03/05/2024	28.0607524722222	-15.4583877222222	430.74	Ahulaga, aulaga, julaga	Terrestre	Magnoliopsida	Asteraceae	No endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0179-Euphorbia regis_jubae-Webb & Berthel-eg_no-ee_no--ns--TC-F01392.jpg	FV0179	Euphorbia regis-jubae	Webb & Berthel	NO	NO	-	Nativo seguro	Especie nativa	TC	F01392	03/05/2024	28.0607825277778	-15.4583634722222	429.515	Tabaiba amarga, Tabaiba salvaje, higuerilla	Terrestre	Magnoliopsida	Euphorbiaceae	No endémico	Plantae	Spermatophyta	NA	Malpighiales	Hs Ps Ts Cs Fs Ls
images/dropbox_links_plantae/FV0180-Euphorbia regis_jubae-Webb & Berthel-eg_no-ee_no--ns--TC-F01392.jpg	FV0180	Euphorbia regis-jubae	Webb & Berthel	NO	NO	-	Nativo seguro	Especie nativa	TC	F01392	03/05/2024	28.0609794722222	-15.4583411111111	434.621	Tabaiba amarga, Tabaiba salvaje, higuerilla	Terrestre	Magnoliopsida	Euphorbiaceae	No endémico	Plantae	Spermatophyta	NA	Malpighiales	Hs Ps Ts Cs Fs Ls
images/dropbox_links_plantae/FV0182-Euphorbia regis_jubae-Webb & Berthel-eg_no-ee_no--ns--TC-F01392.jpg	FV0182	Euphorbia regis-jubae	Webb & Berthel	NO	NO	-	Nativo seguro	Especie nativa	TC	F01392	03/05/2024	28.0609840833333	-15.4580987777778	441.741	Tabaiba amarga, Tabaiba salvaje, higuerilla	Terrestre	Magnoliopsida	Euphorbiaceae	No endémico	Plantae	Spermatophyta	NA	Malpighiales	Hs Ps Ts Cs Fs Ls
images/dropbox_links_plantae/FV0183-Artemisia thuscula-Cav.-eg_no-ee_si--ns--TC_BT_LHR-F01428.jpg	FV0183	Artemisia thuscula	Cav.	NO	SI	-	Nativo seguro	Especie nativa	TC_BT_LHR	F01428	03/05/2024	28.0610403888889	-15.45804675	446.14	Incienso canario, incienso morisco, abrotano, incensio	Terrestre	Magnoliopsida	Asteraceae	Endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs
